fips,area_type,year,average_unemployment_rate
04003,County,2013,9.1
04003,County,2014,8.3
04003,County,2015,7.4
04003,County,2016,6.6
04005,County,1990,7.5
04005,County,1991,7.5
04005,County,1992,9.3
04005,County,1993,8.9
04005,County,1994,9.0
04005,County,1995,8.2
04005,County,1996,8.8
04005,County,1997,8.3
04005,County,1998,7.7
04005,County,1999,6.8
04005,County,2000,4.4
04005,County,2001,4.7
04005,County,2002,5.5
04005,County,2003,5.7
04005,County,2004,5.4
04005,County,2005,4.9
04005,County,2006,4.4
04005,County,2007,3.7
04005,County,2008,5.6
04005,County,2009,8.5
04005,County,2010,9.9
04005,County,2011,9.5
04005,County,2012,8.6
04005,County,2013,8.1
04005,County,2014,7.1
04005,County,2015,6.6
04005,County,2016,6.0
04007,County,1990,7.4
04007,County,1991,7.9
04007,County,1992,11.1
04007,County,1993,9.5
04007,County,1994,8.4
04007,County,1995,8.4
04007,County,1996,8.7
04007,County,1997,7.8
04007,County,1998,7.7
04007,County,1999,7.3
04007,County,2000,5.3
04007,County,2001,5.9
04007,County,2002,7.5
04007,County,2003,7.3
04007,County,2004,6.4
04007,County,2005,5.9
04007,County,2006,5.2
04007,County,2007,4.3
04007,County,2008,6.5
04007,County,2009,11.4
04007,County,2010,12.5
04007,County,2011,11.6
04007,County,2012,10.2
04007,County,2013,9.6
04007,County,2014,8.3
04007,County,2015,8.0
04007,County,2016,7.5
04009,County,1990,7.0
04009,County,1991,7.1
04009,County,1992,10.1
04009,County,1993,10.0
04009,County,1994,9.6
04009,County,1995,8.6
04009,County,1996,10.1
04009,County,1997,8.8
04009,County,1998,8.9
04009,County,1999,8.6
04009,County,2000,5.4
04009,County,2001,6.3
04009,County,2002,7.7
04009,County,2003,7.0
04009,County,2004,6.7
04009,County,2005,6.0
04009,County,2006,5.1
04009,County,2007,4.3
04009,County,2008,7.1
04009,County,2009,15.1
04009,County,2010,12.9
04009,County,2011,10.0
04009,County,2012,8.5
04009,County,2013,7.8
04009,County,2014,7.5
04009,County,2015,7.4
04009,County,2016,6.9
04011,County,1990,6.6
04011,County,1991,6.5
04011,County,1992,10.1
04011,County,1993,10.9
04011,County,1994,9.3
04011,County,1995,7.1
04011,County,1996,8.0
04011,County,1997,7.1
04011,County,1998,8.4
04011,County,1999,8.8
04011,County,2000,4.2
04011,County,2001,7.2
04011,County,2002,7.5
04011,County,2003,7.0
04011,County,2004,5.2
04011,County,2005,4.8
04011,County,2006,3.8
04011,County,2007,3.3
04011,County,2008,5.3
04011,County,2009,18.9
04011,County,2010,16.4
04011,County,2011,11.0
04011,County,2012,8.2
04011,County,2013,5.9
04011,County,2014,6.6
04011,County,2015,7.9
04011,County,2016,8.2
04012,County,1990,6.8
04012,County,1991,8.9
04012,County,1992,13.9
04012,County,1993,15.8
04012,County,1994,13.5
04012,County,1995,10.9
04012,County,1996,11.5
04012,County,1997,9.4
04012,County,1998,8.6
04012,County,1999,8.2
04012,County,2000,6.3
04012,County,2001,6.7
04012,County,2002,6.9
04012,County,2003,7.1
04012,County,2004,6.7
04012,County,2005,6.8
04012,County,2006,5.8
04012,County,2007,5.1
04012,County,2008,7.7
04012,County,2009,9.9
04012,County,2010,10.2
04012,County,2011,9.8
04012,County,2012,8.6
04012,County,2013,8.2
04012,County,2014,7.6
04012,County,2015,7.6
04012,County,2016,6.4
04013,County,1990,4.3
04013,County,1991,5.1
04013,County,1992,6.4
04013,County,1993,5.1
04013,County,1994,4.5
04013,County,1995,3.6
04013,County,1996,3.7
04013,County,1997,2.9
04013,County,1998,2.8
04013,County,1999,3.0
04013,County,2000,3.2
04013,County,2001,4.2
04013,County,2002,5.6
04013,County,2003,5.2
04013,County,2004,4.4
04013,County,2005,4.0
04013,County,2006,3.6
04013,County,2007,3.3
04013,County,2008,5.4
04013,County,2009,9.1
04013,County,2010,9.5
04013,County,2011,8.6
04013,County,2012,7.3
04013,County,2013,6.6
04013,County,2014,5.8
04013,County,2015,5.2
04013,County,2016,4.7
04015,County,1990,4.9
04015,County,1991,6.7
04015,County,1992,9.4
04015,County,1993,9.6
04015,County,1994,8.4
04015,County,1995,7.1
04015,County,1996,7.3
04015,County,1997,5.3
04015,County,1998,4.5
04015,County,1999,4.7
04015,County,2000,4.4
04015,County,2001,4.8
04015,County,2002,5.6
04015,County,2003,4.9
04015,County,2004,4.4
04015,County,2005,4.3
04015,County,2006,4.4
04015,County,2007,4.7
04015,County,2008,7.7
04015,County,2009,11.4
04015,County,2010,13.0
04015,County,2011,12.3
04015,County,2012,11.0
04015,County,2013,10.3
04015,County,2014,8.7
04015,County,2015,8.0
04015,County,2016,7.0
04017,County,1990,10.8
04017,County,1991,11.9
04017,County,1992,15.3
04017,County,1993,13.8
04017,County,1994,14.8
04017,County,1995,15.8
04017,County,1996,16.1
04017,County,1997,15.0
04017,County,1998,14.2
04017,County,1999,13.3
04017,County,2000,7.2
04017,County,2001,7.7
04017,County,2002,8.5
04017,County,2003,8.6
04017,County,2004,8.6
04017,County,2005,8.1
04017,County,2006,7.4
04017,County,2007,6.4
04017,County,2008,10.1
04017,County,2009,15.3
04017,County,2010,14.7
04017,County,2011,14.8
04017,County,2012,14.1
04017,County,2013,13.4
04017,County,2014,11.1
04017,County,2015,9.7
04017,County,2016,8.6
04019,County,1990,4.6
04019,County,1991,4.4
04019,County,1992,5.4
04019,County,1993,4.1
04019,County,1994,3.8
04019,County,1995,3.5
04019,County,1996,3.8
04019,County,1997,3.2
04019,County,1998,2.9
04019,County,1999,3.2
04019,County,2000,3.7
04019,County,2001,4.4
04019,County,2002,5.7
04019,County,2003,5.3
04019,County,2004,4.7
04019,County,2005,4.5
04019,County,2006,4.1
04019,County,2007,3.7
04019,County,2008,5.8
04019,County,2009,9.1
04019,County,2010,9.3
04019,County,2011,8.5
04019,County,2012,7.4
04019,County,2013,6.7
04019,County,2014,6.0
04019,County,2015,5.5
04019,County,2016,5.0
04021,County,1990,6.2
04021,County,1991,6.9
04021,County,1992,8.7
04021,County,1993,6.6
04021,County,1994,5.6
04021,County,1995,5.0
04021,County,1996,6.0
04021,County,1997,4.9
04021,County,1998,4.4
04021,County,1999,5.5
04021,County,2000,4.6
04021,County,2001,5.4
04021,County,2002,7.3
04021,County,2003,7.0
04021,County,2004,6.0
04021,County,2005,5.6
04021,County,2006,5.0
04021,County,2007,4.6
04021,County,2008,7.4
04021,County,2009,12.3
04021,County,2010,10.7
04021,County,2011,9.8
04021,County,2012,8.6
04021,County,2013,8.1
04021,County,2014,7.1
04021,County,2015,6.3
04021,County,2016,5.7
04023,County,1990,13.5
04023,County,1991,14.0
04023,County,1992,17.3
04023,County,1993,17.1
04023,County,1994,20.7
04023,County,1995,20.5
04023,County,1996,25.7
04023,County,1997,20.4
04023,County,1998,18.3
04023,County,1999,16.7
04023,County,2000,8.2
04023,County,2001,8.8
04023,County,2002,10.1
04023,County,2003,9.6
04023,County,2004,9.6
04023,County,2005,8.6
04023,County,2006,7.6
04023,County,2007,7.4
04023,County,2008,11.0
04023,County,2009,15.8
04023,County,2010,15.2
04023,County,2011,15.5
04023,County,2012,15.4
04023,County,2013,15.3
04023,County,2014,13.0
04023,County,2015,11.5
04023,County,2016,8.8
04025,County,1990,4.5
04025,County,1991,5.3
04025,County,1992,7.2
04025,County,1993,5.5
04025,County,1994,5.2
04025,County,1995,5.0
04025,County,1996,4.8
04025,County,1997,3.9
04025,County,1998,3.5
04025,County,1999,3.4
04025,County,2000,4.0
04025,County,2001,4.5
04025,County,2002,5.4
04025,County,2003,5.1
04025,County,2004,4.6
04025,County,2005,4.4
04025,County,2006,4.0
04025,County,2007,3.7
04025,County,2008,6.2
04025,County,2009,10.5
04025,County,2010,10.7
04025,County,2011,9.9
04025,County,2012,8.6
04025,County,2013,7.7
04025,County,2014,6.3
04025,County,2015,5.6
04025,County,2016,5.0
04027,County,1990,20.5
04027,County,1991,20.9
04027,County,1992,26.2
04027,County,1993,27.9
04027,County,1994,30.7
04027,County,1995,29.3
04027,County,1996,30.5
04027,County,1997,27.1
04027,County,1998,28.4
04027,County,1999,29.2
04027,County,2000,16.3
04027,County,2001,16.8
04027,County,2002,16.8
04027,County,2003,16.8
04027,County,2004,15.8
04027,County,2005,15.8
04027,County,2006,14.9
04027,County,2007,14.0
04027,County,2008,18.2
04027,County,2009,22.9
04027,County,2010,25.0
04027,County,2011,24.1
04027,County,2012,23.8
04027,County,2013,25.4
04027,County,2014,22.9
04027,County,2015,21.7
04027,County,2016,17.8
05,State,1976,7.0
05,State,1977,6.5
05,State,1978,6.2
05,State,1979,6.2
05,State,1980,7.5
05,State,1981,8.7
05,State,1982,9.9
05,State,1983,9.9
05,State,1984,8.7
05,State,1985,8.7
05,State,1986,8.6
05,State,1987,8.1
05,State,1988,7.6
05,State,1989,7.0
05,State,1990,6.9
05,State,1991,7.4
05,State,1992,7.1
05,State,1993,6.2
05,State,1994,5.4
05,State,1995,4.8
05,State,1996,5.3
05,State,1997,5.2
05,State,1998,5.2
05,State,1999,4.6
05,State,2000,4.3
05,State,2001,5.0
05,State,2002,5.5
05,State,2003,5.9
05,State,2004,5.7
05,State,2005,5.2
05,State,2006,5.2
05,State,2007,5.3
05,State,2008,5.5
05,State,2009,7.8
05,State,2010,8.2
05,State,2011,8.3
05,State,2012,7.6
05,State,2013,7.3
05,State,2014,6.1
05,State,2015,5.2
05,State,2016,4.2
05001,County,1990,4.7
05001,County,1991,6.1
05001,County,1992,6.7
05001,County,1993,5.7
05001,County,1994,6.0
05001,County,1995,5.0
05001,County,1996,5.5
05001,County,1997,6.0
05001,County,1998,5.8
05001,County,1999,5.0
05001,County,2000,4.6
05001,County,2001,4.7
05001,County,2002,6.2
05001,County,2003,5.6
05001,County,2004,6.0
05001,County,2005,7.0
05001,County,2006,7.6
05001,County,2007,8.7
05001,County,2008,9.8
05001,County,2009,15.7
05001,County,2010,18.6
05001,County,2011,12.2
05001,County,2012,8.8
05001,County,2013,7.4
05001,County,2014,5.4
05001,County,2015,4.4
05001,County,2016,3.5
05003,County,1990,6.0
05003,County,1991,7.3
05003,County,1992,7.4
05003,County,1993,7.0
05003,County,1994,6.2
05003,County,1995,5.9
05003,County,1996,6.7
05003,County,1997,7.5
05003,County,1998,8.8
05003,County,1999,8.3
05003,County,2000,5.9
05003,County,2001,7.6
05003,County,2002,7.8
05003,County,2003,9.5
05003,County,2004,9.5
05003,County,2005,8.3
05003,County,2006,7.5
05003,County,2007,8.1
05003,County,2008,7.6
05003,County,2009,10.5
05003,County,2010,10.1
05003,County,2011,11.2
05003,County,2012,12.2
05003,County,2013,11.0
05003,County,2014,9.4
05003,County,2015,8.0
05003,County,2016,6.0
05005,County,1990,6.1
05005,County,1991,5.9
05005,County,1992,5.2
05005,County,1993,4.8
05005,County,1994,3.7
05005,County,1995,3.3
05005,County,1996,4.2
05005,County,1997,4.2
05005,County,1998,4.3
05005,County,1999,3.9
05005,County,2000,4.2
05005,County,2001,5.5
05005,County,2002,6.4
05005,County,2003,6.7
05005,County,2004,6.2
05005,County,2005,5.6
05005,County,2006,5.3
05005,County,2007,5.4
05005,County,2008,6.0
05005,County,2009,9.3
05005,County,2010,9.4
05005,County,2011,9.3
05005,County,2012,8.4
05005,County,2013,8.1
05005,County,2014,6.8
05005,County,2015,5.7
05005,County,2016,4.4
05007,County,1990,3.6
05007,County,1991,3.5
05007,County,1992,3.3
05007,County,1993,2.7
05007,County,1994,2.3
05007,County,1995,2.2
05007,County,1996,2.8
05007,County,1997,2.8
05007,County,1998,2.8
05007,County,1999,2.3
05007,County,2000,2.8
05007,County,2001,3.0
05007,County,2002,3.2
05007,County,2003,3.6
05007,County,2004,3.6
05007,County,2005,3.2
05007,County,2006,3.3
05007,County,2007,3.7
05007,County,2008,4.2
05007,County,2009,6.4
05007,County,2010,6.6
05007,County,2011,6.5
05007,County,2012,6.0
05007,County,2013,5.7
05007,County,2014,4.7
05007,County,2015,3.9
05007,County,2016,3.1
05009,County,1990,5.7
05009,County,1991,6.1
05009,County,1992,5.4
05009,County,1993,4.2
05009,County,1994,4.6
05009,County,1995,4.1
05009,County,1996,5.3
05009,County,1997,5.6
05009,County,1998,7.0
05009,County,1999,5.6
05009,County,2000,4.2
05009,County,2001,5.3
05009,County,2002,5.7
05009,County,2003,5.8
05009,County,2004,5.9
05009,County,2005,5.1
05009,County,2006,4.9
05009,County,2007,5.1
05009,County,2008,5.5
05009,County,2009,7.5
05009,County,2010,7.8
05009,County,2011,8.0
05009,County,2012,7.6
05009,County,2013,7.1
05009,County,2014,6.1
05009,County,2015,5.1
05009,County,2016,3.9
05011,County,1990,9.4
05011,County,1991,12.2
05011,County,1992,10.3
05011,County,1993,8.9
05011,County,1994,9.3
05011,County,1995,8.4
05011,County,1996,10.7
05011,County,1997,11.4
05011,County,1998,11.2
05011,County,1999,9.1
05011,County,2000,6.5
05011,County,2001,7.3
05011,County,2002,7.5
05011,County,2003,7.3
05011,County,2004,7.7
05011,County,2005,7.9
05011,County,2006,7.0
05011,County,2007,6.1
05011,County,2008,7.2
05011,County,2009,9.7
05011,County,2010,10.8
05011,County,2011,12.5
05011,County,2012,11.1
05011,County,2013,9.9
05011,County,2014,8.5
05011,County,2015,6.2
05011,County,2016,4.7
05013,County,1990,11.6
05013,County,1991,10.6
05013,County,1992,10.1
05013,County,1993,9.5
05013,County,1994,9.7
05013,County,1995,9.5
05013,County,1996,8.2
05013,County,1997,8.6
05013,County,1998,10.1
05013,County,1999,9.3
05013,County,2000,5.5
05013,County,2001,5.7
05013,County,2002,6.4
05013,County,2003,7.9
05013,County,2004,6.8
05013,County,2005,6.8
05013,County,2006,6.9
05013,County,2007,6.7
05013,County,2008,6.2
05013,County,2009,8.4
05013,County,2010,8.8
05013,County,2011,9.6
05013,County,2012,9.1
05013,County,2013,8.3
05013,County,2014,6.7
05013,County,2015,5.8
05013,County,2016,5.0
05015,County,1990,6.1
05015,County,1991,6.1
05015,County,1992,5.9
05015,County,1993,5.3
05015,County,1994,4.9
05015,County,1995,5.0
05015,County,1996,5.5
05015,County,1997,5.8
05015,County,1998,5.3
05015,County,1999,4.6
05015,County,2000,4.0
05015,County,2001,4.2
05015,County,2002,4.5
05015,County,2003,4.9
05015,County,2004,4.9
05015,County,2005,4.6
05015,County,2006,4.3
05015,County,2007,4.3
05015,County,2008,4.5
05015,County,2009,6.1
05015,County,2010,7.4
05015,County,2011,7.2
05015,County,2012,6.3
05015,County,2013,6.1
05015,County,2014,5.3
05015,County,2015,4.8
05015,County,2016,4.1
05017,County,1990,10.5
05017,County,1991,10.5
05017,County,1992,10.9
05017,County,1993,9.1
05017,County,1994,8.4
05017,County,1995,8.6
05017,County,1996,9.5
05017,County,1997,8.7
05017,County,1998,8.9
05017,County,1999,9.3
05017,County,2000,7.4
05017,County,2001,8.9
05017,County,2002,9.9
05017,County,2003,10.6
05017,County,2004,11.0
05017,County,2005,10.0
05017,County,2006,8.3
05017,County,2007,8.3
05017,County,2008,8.3
05017,County,2009,11.1
05017,County,2010,12.3
05017,County,2011,13.2
05017,County,2012,11.4
05017,County,2013,11.8
05017,County,2014,10.6
05017,County,2015,9.4
05017,County,2016,7.0
05019,County,1990,7.5
05019,County,1991,6.4
05019,County,1992,4.7
05019,County,1993,4.4
05019,County,1994,3.5
05019,County,1995,2.8
05019,County,1996,2.7
05019,County,1997,3.6
05019,County,1998,3.3
05019,County,1999,3.0
05019,County,2000,4.3
05019,County,2001,4.7
05019,County,2002,6.1
05019,County,2003,6.4
05019,County,2004,6.2
05019,County,2005,6.1
05019,County,2006,5.5
05019,County,2007,5.6
05019,County,2008,6.0
05019,County,2009,8.1
05019,County,2010,8.6
05019,County,2011,10.4
05019,County,2012,10.1
05019,County,2013,9.1
05019,County,2014,7.1
05019,County,2015,5.7
05019,County,2016,4.5
05021,County,1990,7.0
05021,County,1991,8.8
05021,County,1992,8.3
05021,County,1993,8.9
05021,County,1994,6.2
05021,County,1995,7.1
05021,County,1996,6.9
05021,County,1997,5.7
05021,County,1998,6.4
05021,County,1999,6.5
05021,County,2000,5.4
05021,County,2001,7.1
05021,County,2002,7.5
05021,County,2003,8.1
05021,County,2004,8.1
05021,County,2005,8.4
05021,County,2006,8.1
05021,County,2007,9.3
05021,County,2008,8.1
05021,County,2009,11.3
05021,County,2010,11.0
05021,County,2011,12.1
05021,County,2012,11.0
05021,County,2013,9.9
05021,County,2014,7.9
05021,County,2015,6.9
05021,County,2016,6.1
05023,County,1990,7.1
05023,County,1991,8.2
05023,County,1992,10.5
05023,County,1993,7.5
05023,County,1994,5.9
05023,County,1995,5.0
05023,County,1996,5.5
05023,County,1997,4.5
05023,County,1998,4.2
05023,County,1999,3.9
05023,County,2000,4.5
05023,County,2001,4.8
05023,County,2002,4.9
05023,County,2003,5.7
05023,County,2004,5.4
05023,County,2005,4.9
05023,County,2006,5.0
05023,County,2007,6.1
05023,County,2008,5.7
05023,County,2009,7.5
05023,County,2010,8.6
05023,County,2011,9.2
05023,County,2012,8.5
05023,County,2013,8.6
05023,County,2014,8.4
05023,County,2015,7.2
05023,County,2016,6.5
05025,County,1990,6.8
05025,County,1991,8.0
05025,County,1992,6.9
05025,County,1993,6.2
05025,County,1994,6.2
05025,County,1995,4.9
05025,County,1996,6.0
05025,County,1997,5.7
05025,County,1998,6.2
05025,County,1999,5.7
05025,County,2000,5.0
05025,County,2001,5.8
05025,County,2002,6.0
05025,County,2003,6.2
05025,County,2004,6.7
05025,County,2005,5.9
05025,County,2006,6.0
05025,County,2007,5.7
05025,County,2008,5.9
05025,County,2009,8.1
05025,County,2010,8.4
05025,County,2011,8.5
05025,County,2012,7.4
05025,County,2013,7.7
05025,County,2014,6.9
05025,County,2015,5.8
05025,County,2016,4.7
05027,County,1990,7.4
05027,County,1991,7.4
05027,County,1992,7.5
05027,County,1993,7.6
05027,County,1994,7.3
05027,County,1995,6.7
05027,County,1996,6.6
05027,County,1997,7.4
05027,County,1998,7.2
05027,County,1999,6.2
05027,County,2000,5.2
05027,County,2001,5.3
05027,County,2002,6.0
05027,County,2003,6.8
05027,County,2004,6.5
05027,County,2005,6.4
05027,County,2006,6.0
05027,County,2007,6.5
05027,County,2008,7.0
05027,County,2009,9.7
05027,County,2010,10.0
05027,County,2011,10.0
05027,County,2012,9.0
05027,County,2013,8.9
05027,County,2014,7.3
05027,County,2015,6.8
05027,County,2016,5.8
05029,County,1990,6.3
05029,County,1991,6.6
05029,County,1992,8.4
05029,County,1993,7.1
05029,County,1994,5.4
05029,County,1995,5.1
05029,County,1996,5.1
05029,County,1997,5.0
05029,County,1998,4.9
05029,County,1999,7.0
05029,County,2000,6.1
05029,County,2001,5.0
05029,County,2002,5.8
05029,County,2003,6.3
05029,County,2004,5.8
05029,County,2005,5.1
05029,County,2006,4.9
05029,County,2007,4.9
05029,County,2008,5.5
05029,County,2009,7.5
05029,County,2010,9.7
05029,County,2011,9.9
05029,County,2012,9.2
05029,County,2013,9.3
05029,County,2014,7.2
05029,County,2015,6.3
05029,County,2016,5.8
05031,County,1990,5.9
05031,County,1991,7.3
05031,County,1992,6.2
05031,County,1993,5.0
05031,County,1994,3.7
05031,County,1995,3.6
05031,County,1996,4.0
05031,County,1997,3.9
05031,County,1998,3.7
05031,County,1999,3.3
05031,County,2000,4.0
05031,County,2001,4.7
05031,County,2002,5.3
05031,County,2003,5.6
05031,County,2004,5.5
05031,County,2005,4.8
05031,County,2006,4.8
05031,County,2007,5.0
05031,County,2008,4.9
05031,County,2009,7.0
05031,County,2010,7.4
05031,County,2011,7.4
05031,County,2012,6.9
05031,County,2013,6.6
05031,County,2014,5.5
05031,County,2015,4.6
05031,County,2016,3.4
05033,County,1990,8.4
05033,County,1991,9.1
05033,County,1992,8.3
05033,County,1993,6.7
05033,County,1994,5.3
05033,County,1995,5.1
05033,County,1996,4.9
05033,County,1997,4.6
05033,County,1998,4.2
05033,County,1999,3.6
05033,County,2000,3.6
05033,County,2001,4.2
05033,County,2002,4.8
05033,County,2003,5.4
05033,County,2004,5.2
05033,County,2005,4.4
05033,County,2006,4.5
05033,County,2007,4.9
05033,County,2008,4.9
05033,County,2009,7.8
05033,County,2010,8.2
05033,County,2011,8.9
05033,County,2012,8.0
05033,County,2013,7.7
05033,County,2014,6.1
05033,County,2015,5.4
05033,County,2016,4.2
05035,County,1990,7.5
05035,County,1991,9.2
05035,County,1992,7.8
05035,County,1993,7.0
05035,County,1994,5.9
05035,County,1995,5.3
05035,County,1996,5.5
05035,County,1997,4.9
05035,County,1998,4.7
05035,County,1999,4.4
05035,County,2000,4.2
05035,County,2001,5.3
05035,County,2002,6.0
05035,County,2003,6.8
05035,County,2004,6.9
05035,County,2005,6.5
05035,County,2006,6.8
05035,County,2007,6.5
05035,County,2008,7.9
05035,County,2009,10.9
05035,County,2010,10.5
05035,County,2011,10.9
05035,County,2012,9.6
05035,County,2013,8.5
05035,County,2014,7.5
05035,County,2015,6.4
05035,County,2016,4.7
05037,County,1990,8.4
05037,County,1991,8.1
05037,County,1992,8.9
05037,County,1993,9.3
05037,County,1994,7.1
05037,County,1995,5.5
05037,County,1996,5.6
05037,County,1997,6.2
05037,County,1998,7.3
05037,County,1999,6.6
05037,County,2000,4.7
05037,County,2001,5.9
05037,County,2002,6.2
05037,County,2003,7.5
05037,County,2004,8.1
05037,County,2005,7.6
05037,County,2006,7.2
05037,County,2007,7.4
05037,County,2008,6.8
05037,County,2009,8.4
05037,County,2010,8.3
05037,County,2011,8.4
05037,County,2012,7.9
05037,County,2013,7.7
05037,County,2014,6.4
05037,County,2015,5.6
05037,County,2016,4.7
05039,County,1990,8.4
05039,County,1991,9.6
05039,County,1992,8.1
05039,County,1993,7.3
05039,County,1994,9.2
05039,County,1995,6.8
05039,County,1996,7.8
05039,County,1997,7.3
05039,County,1998,7.5
05039,County,1999,8.0
05039,County,2000,5.5
05039,County,2001,7.0
05039,County,2002,8.2
05039,County,2003,8.0
05039,County,2004,7.5
05039,County,2005,7.0
05039,County,2006,6.5
05039,County,2007,7.0
05039,County,2008,7.2
05039,County,2009,10.2
05039,County,2010,12.3
05039,County,2011,12.5
05039,County,2012,11.5
05039,County,2013,11.0
05039,County,2014,9.4
05039,County,2015,7.4
05039,County,2016,5.2
05041,County,1990,10.5
05041,County,1991,10.4
05041,County,1992,11.2
05041,County,1993,8.6
05041,County,1994,8.6
05041,County,1995,9.0
05041,County,1996,10.7
05041,County,1997,9.1
05041,County,1998,9.5
05041,County,1999,9.5
05041,County,2000,8.2
05041,County,2001,8.8
05041,County,2002,8.9
05041,County,2003,9.0
05041,County,2004,9.1
05041,County,2005,8.7
05041,County,2006,9.1
05041,County,2007,9.9
05041,County,2008,8.8
05041,County,2009,11.3
05041,County,2010,11.2
05041,County,2011,11.2
05041,County,2012,9.9
05041,County,2013,9.8
05041,County,2014,8.2
05041,County,2015,7.6
05041,County,2016,5.9
05043,County,1990,8.8
05043,County,1991,9.5
05043,County,1992,7.8
05043,County,1993,6.7
05043,County,1994,6.2
05043,County,1995,6.1
05043,County,1996,7.6
05043,County,1997,8.4
05043,County,1998,8.9
05043,County,1999,6.8
05043,County,2000,6.0
05043,County,2001,8.7
05043,County,2002,8.0
05043,County,2003,8.0
05043,County,2004,7.9
05043,County,2005,8.5
05043,County,2006,8.0
05043,County,2007,7.4
05043,County,2008,7.9
05043,County,2009,11.0
05043,County,2010,10.9
05043,County,2011,11.6
05043,County,2012,10.7
05043,County,2013,9.9
05043,County,2014,8.5
05043,County,2015,7.1
05043,County,2016,5.7
05045,County,1990,7.3
05045,County,1991,7.1
05045,County,1992,7.5
05045,County,1993,5.7
05045,County,1994,5.0
05045,County,1995,4.4
05045,County,1996,4.4
05045,County,1997,5.0
05045,County,1998,4.2
05045,County,1999,3.2
05045,County,2000,3.6
05045,County,2001,4.6
05045,County,2002,5.1
05045,County,2003,5.5
05045,County,2004,5.0
05045,County,2005,4.5
05045,County,2006,4.4
05045,County,2007,4.4
05045,County,2008,4.8
05045,County,2009,6.9
05045,County,2010,7.2
05045,County,2011,7.2
05045,County,2012,6.6
05045,County,2013,6.6
05045,County,2014,5.6
05045,County,2015,4.8
05045,County,2016,4.0
05047,County,1990,8.2
05047,County,1991,7.7
05047,County,1992,6.7
05047,County,1993,5.7
05047,County,1994,3.8
05047,County,1995,3.8
05047,County,1996,3.9
05047,County,1997,3.5
05047,County,1998,3.9
05047,County,1999,3.5
05047,County,2000,3.4
05047,County,2001,3.8
05047,County,2002,4.9
05047,County,2003,4.9
05047,County,2004,4.8
05047,County,2005,4.3
05047,County,2006,4.3
05047,County,2007,4.5
05047,County,2008,4.5
05047,County,2009,7.3
05047,County,2010,7.7
05047,County,2011,7.7
05047,County,2012,7.1
05047,County,2013,7.0
05047,County,2014,5.8
05047,County,2015,5.2
05047,County,2016,4.4
05049,County,1990,6.3
05049,County,1991,5.9
05049,County,1992,5.6
05049,County,1993,6.1
05049,County,1994,5.7
05049,County,1995,4.5
05049,County,1996,5.4
05049,County,1997,4.6
05049,County,1998,4.7
05049,County,1999,4.0
05049,County,2000,3.9
05049,County,2001,5.1
05049,County,2002,7.0
05049,County,2003,6.3
05049,County,2004,6.1
05049,County,2005,5.3
05049,County,2006,5.1
05049,County,2007,5.0
05049,County,2008,5.2
05049,County,2009,7.5
05049,County,2010,7.8
05049,County,2011,7.8
05049,County,2012,7.2
05049,County,2013,7.0
05049,County,2014,5.9
05049,County,2015,5.4
05049,County,2016,4.5
05051,County,1990,6.7
05051,County,1991,7.9
05051,County,1992,8.4
05051,County,1993,7.5
05051,County,1994,6.1
05051,County,1995,4.9
05051,County,1996,4.8
05051,County,1997,4.6
05051,County,1998,4.8
05051,County,1999,4.6
05051,County,2000,4.3
05051,County,2001,4.9
05051,County,2002,5.9
05051,County,2003,6.5
05051,County,2004,6.2
05051,County,2005,5.7
05051,County,2006,5.2
05051,County,2007,5.5
05051,County,2008,5.6
05051,County,2009,7.6
05051,County,2010,8.5
05051,County,2011,8.8
05051,County,2012,7.9
05051,County,2013,7.7
05051,County,2014,6.4
05051,County,2015,5.7
05051,County,2016,4.4
05053,County,1990,5.1
05053,County,1991,7.0
05053,County,1992,7.2
05053,County,1993,5.3
05053,County,1994,5.3
05053,County,1995,4.7
05053,County,1996,4.4
05053,County,1997,4.7
05053,County,1998,4.3
05053,County,1999,4.5
05053,County,2000,4.0
05053,County,2001,5.2
05053,County,2002,5.3
05053,County,2003,5.6
05053,County,2004,5.5
05053,County,2005,4.9
05053,County,2006,4.9
05053,County,2007,4.9
05053,County,2008,5.2
05053,County,2009,7.1
05053,County,2010,7.1
05053,County,2011,7.4
05053,County,2012,6.8
05053,County,2013,6.6
05053,County,2014,5.5
05053,County,2015,4.7
05053,County,2016,3.8
05055,County,1990,7.0
05055,County,1991,7.0
05055,County,1992,6.8
05055,County,1993,6.3
05055,County,1994,5.5
05055,County,1995,4.9
05055,County,1996,5.9
05055,County,1997,5.5
05055,County,1998,5.3
05055,County,1999,4.9
05055,County,2000,4.8
05055,County,2001,7.1
05055,County,2002,6.8
05055,County,2003,6.8
05055,County,2004,6.2
05055,County,2005,5.8
05055,County,2006,5.7
05055,County,2007,6.5
05055,County,2008,6.6
05055,County,2009,10.1
05055,County,2010,9.7
05055,County,2011,9.7
05055,County,2012,8.7
05055,County,2013,8.0
05055,County,2014,6.4
05055,County,2015,5.4
05055,County,2016,4.4
05057,County,1990,8.8
05057,County,1991,8.9
05057,County,1992,7.2
05057,County,1993,7.6
05057,County,1994,7.1
05057,County,1995,6.9
05057,County,1996,8.1
05057,County,1997,7.6
05057,County,1998,7.3
05057,County,1999,5.7
05057,County,2000,4.6
05057,County,2001,4.7
05057,County,2002,4.7
05057,County,2003,5.4
05057,County,2004,5.9
05057,County,2005,5.8
