fips,area_type,year,average_unemployment_rate
01,State,1976,6.8
01,State,1977,7.3
01,State,1978,6.4
01,State,1979,7.2
01,State,1980,8.9
01,State,1981,10.5
01,State,1982,14.1
01,State,1983,13.8
01,State,1984,11.0
01,State,1985,9.2
01,State,1986,9.7
01,State,1987,8.1
01,State,1988,7.2
01,State,1989,7.0
01,State,1990,6.8
01,State,1991,7.3
01,State,1992,7.6
01,State,1993,7.3
01,State,1994,6.2
01,State,1995,6.0
01,State,1996,5.2
01,State,1997,5.0
01,State,1998,4.4
01,State,1999,4.7
01,State,2000,4.6
01,State,2001,5.1
01,State,2002,5.9
01,State,2003,6.0
01,State,2004,5.7
01,State,2005,4.5
01,State,2006,4.0
01,State,2007,4.0
01,State,2008,5.7
01,State,2009,11.0
01,State,2010,10.5
01,State,2011,9.6
01,State,2012,8.0
01,State,2013,7.2
01,State,2014,6.8
01,State,2015,6.1
01,State,2016,6.0
01001,County,1990,6.5
01001,County,1991,6.8
01001,County,1992,6.5
01001,County,1993,6.0
01001,County,1994,5.0
01001,County,1995,5.8
01001,County,1996,3.9
01001,County,1997,3.9
01001,County,1998,3.1
01001,County,1999,3.8
01001,County,2000,4.0
01001,County,2001,4.1
01001,County,2002,4.8
01001,County,2003,5.0
01001,County,2004,4.8
01001,County,2005,3.8
01001,County,2006,3.3
01001,County,2007,3.3
01001,County,2008,5.1
01001,County,2009,9.7
01001,County,2010,8.9
01001,County,2011,8.4
01001,County,2012,6.9
01001,County,2013,6.2
01001,County,2014,5.9
01001,County,2015,5.2
01001,County,2016,5.3
01003,County,1990,5.2
01003,County,1991,5.5
01003,County,1992,6.3
01003,County,1993,6.0
01003,County,1994,4.9
01003,County,1995,4.8
01003,County,1996,4.5
01003,County,1997,3.5
01003,County,1998,2.8
01003,County,1999,3.3
01003,County,2000,3.7
01003,County,2001,4.3
01003,County,2002,5.0
01003,County,2003,5.0
01003,County,2004,5.2
01003,County,2005,4.0
01003,County,2006,3.2
01003,County,2007,3.1
01003,County,2008,4.6
01003,County,2009,9.8
01003,County,2010,10.0
01003,County,2011,9.0
01003,County,2012,7.5
01003,County,2013,6.6
01003,County,2014,6.2
01003,County,2015,5.5
01003,County,2016,5.5
01005,County,1990,7.8
01005,County,1991,8.8
01005,County,1992,10.8
01005,County,1993,10.1
01005,County,1994,6.4
01005,County,1995,8.3
01005,County,1996,9.6
01005,County,1997,7.4
01005,County,1998,4.9
01005,County,1999,4.8
01005,County,2000,5.5
01005,County,2001,7.4
01005,County,2002,7.7
01005,County,2003,7.1
01005,County,2004,7.2
01005,County,2005,5.8
01005,County,2006,5.7
01005,County,2007,6.3
01005,County,2008,8.8
01005,County,2009,14.3
01005,County,2010,12.4
01005,County,2011,11.5
01005,County,2012,11.5
01005,County,2013,10.3
01005,County,2014,10.6
01005,County,2015,8.9
01005,County,2016,8.7
01007,County,1990,9.0
01007,County,1991,11.9
01007,County,1992,11.1
01007,County,1993,11.6
01007,County,1994,7.7
01007,County,1995,6.7
01007,County,1996,7.2
01007,County,1997,7.5
01007,County,1998,7.0
01007,County,1999,6.8
01007,County,2000,5.3
01007,County,2001,6.7
01007,County,2002,7.0
01007,County,2003,6.0
01007,County,2004,5.5
01007,County,2005,4.5
01007,County,2006,4.2
01007,County,2007,4.1
01007,County,2008,5.8
01007,County,2009,13.2
01007,County,2010,11.4
01007,County,2011,10.5
01007,County,2012,8.5
01007,County,2013,7.9
01007,County,2014,7.2
01007,County,2015,6.6
01007,County,2016,6.7
01009,County,1990,6.3
01009,County,1991,5.8
01009,County,1992,6.2
01009,County,1993,5.3
01009,County,1994,4.2
01009,County,1995,4.5
01009,County,1996,3.3
01009,County,1997,3.0
01009,County,1998,3.3
01009,County,1999,2.8
01009,County,2000,3.5
01009,County,2001,3.6
01009,County,2002,5.4
01009,County,2003,4.6
01009,County,2004,4.2
01009,County,2005,3.6
01009,County,2006,3.2
01009,County,2007,3.2
01009,County,2008,4.7
01009,County,2009,10.0
01009,County,2010,9.8
01009,County,2011,8.7
01009,County,2012,6.9
01009,County,2013,6.3
01009,County,2014,6.2
01009,County,2015,5.4
01009,County,2016,5.6
01011,County,1990,12.4
01011,County,1991,18.8
01011,County,1992,15.0
01011,County,1993,14.8
01011,County,1994,14.3
01011,County,1995,16.8
01011,County,1996,14.5
01011,County,1997,10.4
01011,County,1998,10.4
01011,County,1999,10.0
01011,County,2000,8.4
01011,County,2001,9.9
01011,County,2002,10.2
01011,County,2003,11.0
01011,County,2004,11.6
01011,County,2005,9.5
01011,County,2006,8.9
01011,County,2007,9.4
01011,County,2008,10.5
01011,County,2009,15.6
01011,County,2010,11.8
01011,County,2011,11.6
01011,County,2012,10.4
01011,County,2013,9.4
01011,County,2014,8.8
01011,County,2015,7.8
01011,County,2016,6.6
01013,County,1990,12.8
01013,County,1991,12.2
01013,County,1992,12.2
01013,County,1993,10.9
01013,County,1994,9.0
01013,County,1995,8.5
01013,County,1996,9.2
01013,County,1997,9.9
01013,County,1998,10.9
01013,County,1999,13.7
01013,County,2000,7.8
01013,County,2001,7.5
01013,County,2002,7.9
01013,County,2003,8.7
01013,County,2004,9.5
01013,County,2005,6.5
01013,County,2006,5.7
01013,County,2007,6.2
01013,County,2008,8.5
01013,County,2009,16.4
01013,County,2010,13.7
01013,County,2011,12.5
01013,County,2012,11.5
01013,County,2013,10.3
01013,County,2014,8.6
01013,County,2015,7.5
01013,County,2016,7.3
01015,County,1990,7.1
01015,County,1991,7.7
01015,County,1992,8.9
01015,County,1993,8.7
01015,County,1994,7.8
01015,County,1995,7.9
01015,County,1996,6.3
01015,County,1997,5.5
01015,County,1998,4.7
01015,County,1999,5.1
01015,County,2000,5.0
01015,County,2001,5.5
01015,County,2002,6.0
01015,County,2003,6.0
01015,County,2004,5.5
01015,County,2005,4.5
01015,County,2006,4.1
01015,County,2007,3.9
01015,County,2008,5.7
01015,County,2009,11.1
01015,County,2010,11.4
01015,County,2011,10.3
01015,County,2012,8.9
01015,County,2013,8.8
01015,County,2014,8.0
01015,County,2015,7.0
01015,County,2016,6.8
01017,County,1990,7.2
01017,County,1991,10.0
01017,County,1992,8.0
01017,County,1993,9.6
01017,County,1994,8.2
01017,County,1995,7.4
01017,County,1996,5.2
01017,County,1997,4.6
01017,County,1998,4.2
01017,County,1999,4.7
01017,County,2000,4.4
01017,County,2001,5.4
01017,County,2002,6.7
01017,County,2003,6.4
01017,County,2004,7.0
01017,County,2005,5.7
01017,County,2006,5.8
01017,County,2007,6.5
01017,County,2008,14.4
01017,County,2009,19.6
01017,County,2010,14.9
01017,County,2011,12.0
01017,County,2012,9.9
01017,County,2013,8.0
01017,County,2014,6.7
01017,County,2015,6.0
01017,County,2016,5.8
01019,County,1990,9.8
01019,County,1991,8.6
01019,County,1992,7.1
01019,County,1993,6.3
01019,County,1994,6.3
01019,County,1995,6.4
01019,County,1996,4.4
01019,County,1997,4.1
01019,County,1998,4.3
01019,County,1999,4.9
01019,County,2000,4.5
01019,County,2001,4.5
01019,County,2002,4.7
01019,County,2003,4.9
01019,County,2004,4.8
01019,County,2005,4.4
01019,County,2006,4.2
01019,County,2007,4.2
01019,County,2008,5.7
01019,County,2009,11.7
01019,County,2010,10.6
01019,County,2011,9.7
01019,County,2012,8.0
01019,County,2013,6.6
01019,County,2014,5.8
01019,County,2015,5.4
01019,County,2016,5.2
01021,County,1990,8.9
01021,County,1991,10.0
01021,County,1992,10.1
01021,County,1993,8.9
01021,County,1994,7.0
01021,County,1995,6.3
01021,County,1996,4.9
01021,County,1997,4.9
01021,County,1998,4.5
01021,County,1999,3.8
01021,County,2000,4.3
01021,County,2001,4.8
01021,County,2002,5.1
01021,County,2003,5.0
01021,County,2004,4.7
01021,County,2005,3.9
01021,County,2006,3.6
01021,County,2007,3.4
01021,County,2008,5.1
01021,County,2009,10.6
01021,County,2010,10.3
01021,County,2011,9.1
01021,County,2012,7.2
01021,County,2013,6.6
01021,County,2014,6.3
01021,County,2015,5.7
01021,County,2016,5.8
01023,County,1990,12.5
01023,County,1991,10.5
01023,County,1992,11.5
01023,County,1993,14.3
01023,County,1994,11.3
01023,County,1995,10.4
01023,County,1996,14.0
01023,County,1997,14.5
01023,County,1998,11.2
01023,County,1999,9.2
01023,County,2000,6.5
01023,County,2001,7.1
01023,County,2002,8.8
01023,County,2003,10.0
01023,County,2004,8.6
01023,County,2005,6.6
01023,County,2006,5.6
01023,County,2007,5.9
01023,County,2008,8.3
01023,County,2009,13.5
01023,County,2010,13.3
01023,County,2011,13.1
01023,County,2012,10.3
01023,County,2013,9.2
01023,County,2014,9.0
01023,County,2015,9.1
01023,County,2016,9.1
01025,County,1990,8.1
01025,County,1991,9.5
01025,County,1992,13.0
01025,County,1993,12.0
01025,County,1994,9.1
01025,County,1995,10.4
01025,County,1996,9.0
01025,County,1997,9.9
01025,County,1998,8.8
01025,County,1999,8.6
01025,County,2000,7.3
01025,County,2001,9.7
01025,County,2002,9.1
01025,County,2003,8.6
01025,County,2004,8.9
01025,County,2005,6.4
01025,County,2006,6.2
01025,County,2007,6.1
01025,County,2008,9.0
01025,County,2009,16.6
01025,County,2010,19.9
01025,County,2011,18.8
01025,County,2012,15.0
01025,County,2013,13.8
01025,County,2014,12.2
01025,County,2015,11.8
01025,County,2016,11.4
01027,County,1990,7.0
01027,County,1991,9.7
01027,County,1992,6.8
01027,County,1993,10.4
01027,County,1994,5.7
01027,County,1995,5.6
01027,County,1996,4.9
01027,County,1997,4.6
01027,County,1998,3.6
01027,County,1999,5.4
01027,County,2000,6.1
01027,County,2001,6.0
01027,County,2002,6.2
01027,County,2003,7.3
01027,County,2004,6.4
01027,County,2005,5.0
01027,County,2006,4.5
01027,County,2007,5.5
01027,County,2008,7.9
01027,County,2009,16.7
01027,County,2010,14.5
01027,County,2011,11.8
01027,County,2012,9.4
01027,County,2013,8.4
01027,County,2014,7.2
01027,County,2015,6.1
01027,County,2016,6.2
01029,County,1990,6.5
01029,County,1991,7.3
01029,County,1992,6.6
01029,County,1993,6.7
01029,County,1994,4.4
01029,County,1995,5.6
01029,County,1996,4.4
01029,County,1997,3.5
01029,County,1998,3.7
01029,County,1999,4.3
01029,County,2000,4.0
01029,County,2001,5.2
01029,County,2002,5.0
01029,County,2003,6.1
01029,County,2004,5.3
01029,County,2005,4.0
01029,County,2006,3.5
01029,County,2007,3.7
01029,County,2008,5.1
01029,County,2009,10.2
01029,County,2010,10.0
01029,County,2011,9.7
01029,County,2012,8.2
01029,County,2013,7.7
01029,County,2014,6.6
01029,County,2015,6.0
01029,County,2016,6.3
01031,County,1990,6.3
01031,County,1991,6.5
01031,County,1992,6.0
01031,County,1993,6.1
01031,County,1994,4.9
01031,County,1995,4.5
01031,County,1996,5.1
01031,County,1997,4.0
01031,County,1998,4.0
01031,County,1999,4.7
01031,County,2000,5.8
01031,County,2001,6.2
01031,County,2002,5.2
01031,County,2003,5.5
01031,County,2004,5.4
01031,County,2005,3.9
01031,County,2006,3.7
01031,County,2007,3.8
01031,County,2008,4.8
01031,County,2009,8.5
01031,County,2010,8.6
01031,County,2011,8.1
01031,County,2012,7.0
01031,County,2013,6.9
01031,County,2014,6.7
01031,County,2015,5.9
01031,County,2016,6.2
01033,County,1990,8.1
01033,County,1991,9.0
01033,County,1992,8.8
01033,County,1993,8.4
01033,County,1994,7.7
01033,County,1995,7.2
01033,County,1996,7.0
01033,County,1997,7.2
01033,County,1998,7.9
01033,County,1999,7.2
01033,County,2000,5.5
01033,County,2001,6.8
01033,County,2002,8.3
01033,County,2003,7.5
01033,County,2004,7.1
01033,County,2005,5.4
01033,County,2006,4.7
01033,County,2007,4.6
01033,County,2008,6.5
01033,County,2009,11.6
01033,County,2010,11.5
01033,County,2011,10.2
01033,County,2012,8.8
01033,County,2013,8.2
01033,County,2014,8.3
01033,County,2015,7.9
01033,County,2016,7.3
01035,County,1990,9.7
01035,County,1991,10.9
01035,County,1992,13.3
01035,County,1993,10.3
01035,County,1994,9.2
01035,County,1995,10.6
01035,County,1996,12.5
01035,County,1997,10.5
01035,County,1998,8.8
01035,County,1999,9.3
01035,County,2000,6.5
01035,County,2001,7.3
01035,County,2002,8.2
01035,County,2003,8.6
01035,County,2004,8.5
01035,County,2005,6.2
01035,County,2006,5.6
01035,County,2007,6.4
01035,County,2008,9.4
01035,County,2009,19.9
01035,County,2010,17.3
01035,County,2011,15.2
01035,County,2012,11.9
01035,County,2013,10.8
01035,County,2014,10.4
01035,County,2015,9.2
01035,County,2016,8.8
01037,County,1990,6.4
01037,County,1991,6.7
01037,County,1992,5.9
01037,County,1993,6.2
01037,County,1994,5.4
01037,County,1995,4.9
01037,County,1996,4.9
01037,County,1997,4.4
01037,County,1998,4.3
01037,County,1999,5.6
01037,County,2000,5.4
01037,County,2001,6.8
01037,County,2002,9.3
01037,County,2003,8.2
01037,County,2004,7.1
01037,County,2005,5.0
01037,County,2006,5.6
01037,County,2007,5.8
01037,County,2008,8.2
01037,County,2009,16.0
01037,County,2010,15.4
01037,County,2011,12.5
01037,County,2012,9.4
01037,County,2013,9.2
01037,County,2014,8.8
01037,County,2015,6.7
01037,County,2016,6.3
01039,County,1990,7.7
01039,County,1991,9.6
01039,County,1992,10.7
01039,County,1993,9.3
01039,County,1994,6.0
01039,County,1995,6.8
01039,County,1996,8.0
01039,County,1997,6.8
01039,County,1998,6.6
01039,County,1999,8.2
01039,County,2000,6.9
01039,County,2001,6.3
01039,County,2002,5.9
01039,County,2003,7.0
01039,County,2004,6.7
01039,County,2005,4.5
01039,County,2006,3.9
01039,County,2007,3.9
01039,County,2008,5.9
01039,County,2009,10.8
01039,County,2010,10.3
01039,County,2011,9.8
01039,County,2012,8.4
01039,County,2013,8.1
01039,County,2014,7.8
01039,County,2015,7.1
01039,County,2016,7.1
01041,County,1990,7.4
01041,County,1991,8.5
01041,County,1992,8.9
01041,County,1993,8.0
01041,County,1994,6.0
01041,County,1995,5.8
01041,County,1996,9.1
01041,County,1997,8.2
01041,County,1998,8.2
01041,County,1999,11.1
01041,County,2000,5.7
01041,County,2001,6.0
01041,County,2002,6.1
01041,County,2003,6.8
01041,County,2004,6.9
01041,County,2005,4.9
01041,County,2006,4.0
01041,County,2007,4.3
01041,County,2008,5.6
01041,County,2009,10.4
01041,County,2010,10.2
01041,County,2011,9.9
01041,County,2012,8.3
01041,County,2013,7.6
01041,County,2014,6.9
01041,County,2015,6.0
01041,County,2016,6.3
01043,County,1990,7.1
01043,County,1991,7.5
01043,County,1992,7.1
01043,County,1993,6.5
01043,County,1994,5.2
01043,County,1995,5.3
01043,County,1996,4.8
01043,County,1997,4.2
01043,County,1998,3.6
01043,County,1999,3.9
01043,County,2000,4.1
01043,County,2001,4.6
01043,County,2002,6.0
01043,County,2003,5.8
01043,County,2004,5.2
01043,County,2005,4.0
01043,County,2006,3.4
01043,County,2007,3.4
01043,County,2008,4.9
01043,County,2009,10.3
01043,County,2010,10.4
01043,County,2011,9.5
01043,County,2012,7.7
01043,County,2013,6.6
01043,County,2014,6.1
01043,County,2015,5.3
01043,County,2016,5.3
01045,County,1990,5.6
01045,County,1991,6.5
01045,County,1992,7.0
01045,County,1993,9.0
01045,County,1994,7.8
01045,County,1995,6.7
01045,County,1996,5.3
01045,County,1997,5.5
01045,County,1998,4.1
01045,County,1999,4.8
01045,County,2000,5.2
01045,County,2001,5.5
01045,County,2002,5.7
01045,County,2003,5.3
01045,County,2004,5.4
01045,County,2005,4.5
01045,County,2006,4.7
01045,County,2007,4.0
01045,County,2008,5.4
01045,County,2009,9.6
01045,County,2010,8.8
01045,County,2011,8.3
01045,County,2012,7.5
01045,County,2013,7.4
01045,County,2014,7.1
01045,County,2015,6.4
01045,County,2016,6.1
01047,County,1990,12.1
01047,County,1991,13.0
01047,County,1992,13.8
01047,County,1993,15.0
01047,County,1994,12.1
01047,County,1995,12.7
01047,County,1996,12.5
01047,County,1997,11.0
01047,County,1998,10.1
01047,County,1999,10.9
01047,County,2000,8.0
01047,County,2001,9.2
01047,County,2002,11.4
01047,County,2003,11.4
01047,County,2004,10.1
01047,County,2005,8.6
01047,County,2006,8.2
01047,County,2007,8.3
01047,County,2008,11.1
01047,County,2009,21.1
01047,County,2010,16.9
01047,County,2011,15.1
01047,County,2012,12.9
01047,County,2013,12.2
01047,County,2014,11.3
01047,County,2015,9.6
01047,County,2016,9.4
01049,County,1990,7.4
01049,County,1991,7.9
01049,County,1992,7.1
01049,County,1993,6.8
01049,County,1994,5.6
01049,County,1995,5.2
01049,County,1996,5.8
01049,County,1997,5.2
01049,County,1998,4.3
01049,County,1999,3.9
01049,County,2000,4.0
01049,County,2001,4.8
01049,County,2002,5.1
01049,County,2003,5.8
01049,County,2004,5.8
01049,County,2005,5.1
01049,County,2006,4.2
01049,County,2007,4.3
01049,County,2008,5.8
01049,County,2009,14.3
01049,County,2010,12.7
01049,County,2011,11.8
01049,County,2012,9.1
01049,County,2013,7.6
01049,County,2014,6.9
01049,County,2015,6.0
01049,County,2016,6.3
01051,County,1990,6.1
01051,County,1991,6.7
01051,County,1992,6.4
01051,County,1993,6.1
01051,County,1994,4.8
01051,County,1995,4.9
01051,County,1996,3.8
01051,County,1997,3.6
01051,County,1998,2.9
01051,County,1999,3.3
01051,County,2000,4.0
01051,County,2001,4.2
01051,County,2002,4.8
01051,County,2003,5.1
01051,County,2004,4.9
01051,County,2005,3.7
01051,County,2006,3.4
01051,County,2007,3.3
01051,County,2008,5.1
01051,County,2009,9.5
01051,County,2010,9.1
01051,County,2011,8.4
01051,County,2012,6.9
01051,County,2013,6.2
01051,County,2014,5.7
01051,County,2015,5.1
01051,County,2016,5.1
01053,County,1990,8.6
01053,County,1991,9.2
01053,County,1992,12.1
01053,County,1993,10.1
01053,County,1994,8.0
01053,County,1995,8.4
01053,County,1996,6.2
01053,County,1997,6.6
01053,County,1998,6.1
01053,County,1999,6.4
01053,County,2000,5.2
01053,County,2001,6.1
01053,County,2002,8.7
01053,County,2003,8.6
01053,County,2004,7.6
01053,County,2005,5.6
01053,County,2006,5.0
01053,County,2007,5.3
01053,County,2008,7.6
01053,County,2009,13.5
01053,County,2010,11.8
01053,County,2011,10.8
01053,County,2012,9.2
01053,County,2013,8.6
01053,County,2014,8.0
01053,County,2015,7.0
01053,County,2016,6.8
01055,County,1990,10.9
01055,County,1991,10.6
01055,County,1992,8.8
01055,County,1993,7.7
01055,County,1994,6.7
01055,County,1995,6.4
01055,County,1996,5.4
01055,County,1997,5.1
01055,County,1998,5.1
01055,County,1999,7.0
01055,County,2000,5.8
01055,County,2001,6.6
01055,County,2002,6.4
01055,County,2003,6.5
01055,County,2004,6.4
01055,County,2005,4.7
01055,County,2006,4.2
01055,County,2007,4.5
01055,County,2008,6.0
01055,County,2009,11.5
01055,County,2010,10.9
01055,County,2011,10.0
01055,County,2012,8.2
01055,County,2013,7.6
01055,County,2014,7.1
01055,County,2015,6.1
01055,County,2016,6.1
01057,County,1990,9.8
01057,County,1991,10.6
01057,County,1992,8.8
01057,County,1993,9.2
01057,County,1994,6.5
01057,County,1995,5.8
01057,County,1996,4.2
01057,County,1997,4.9
01057,County,1998,7.3
01057,County,1999,9.7
01057,County,2000,5.8
01057,County,2001,6.3
01057,County,2002,8.5
01057,County,2003,6.9
01057,County,2004,6.9
01057,County,2005,4.5
01057,County,2006,4.2
01057,County,2007,4.7
01057,County,2008,7.2
01057,County,2009,14.0
01057,County,2010,13.0
01057,County,2011,11.1
01057,County,2012,8.6
01057,County,2013,8.3
01057,County,2014,7.9
01057,County,2015,7.0
01057,County,2016,7.3
01059,County,1990,11.3
01059,County,1991,9.5
01059,County,1992,8.1
01059,County,1993,7.5
01059,County,1994,6.8
01059,County,1995,7.2
01059,County,1996,7.3
01059,County,1997,8.4
01059,County,1998,7.5
01059,County,1999,7.3
01059,County,2000,6.5
01059,County,2001,7.6
01059,County,2002,11.2
01059,County,2003,9.6
01059,County,2004,7.0
01059,County,2005,5.3
01059,County,2006,4.6
01059,County,2007,4.6
01059,County,2008,7.4
01059,County,2009,13.4
01059,County,2010,10.8
01059,County,2011,9.6
01059,County,2012,8.4
01059,County,2013,8.1
01059,County,2014,7.8
01059,County,2015,6.4
01059,County,2016,6.2
01061,County,1990,4.7
01061,County,1991,5.1
01061,County,1992,5.0
01061,County,1993,6.0
01061,County,1994,5.2
01061,County,1995,6.7
01061,County,1996,8.5
01061,County,1997,5.9
01061,County,1998,6.2
01061,County,1999,7.5
01061,County,2000,5.1
01061,County,2001,6.4
01061,County,2002,4.9
01061,County,2003,5.6
01061,County,2004,4.9
01061,County,2005,3.9
01061,County,2006,3.8
01061,County,2007,3.4
01061,County,2008,5.5
01061,County,2009,10.8
01061,County,2010,10.4
01061,County,2011,9.2
01061,County,2012,7.6
01061,County,2013,7.0
01061,County,2014,6.7
01061,County,2015,5.8
01061,County,2016,6.1
01063,County,1990,11.6
01063,County,1991,11.5
01063,County,1992,13.6
01063,County,1993,14.9
01063,County,1994,14.0
01063,County,1995,14.1
01063,County,1996,18.1
01063,County,1997,18.5
01063,County,1998,13.5
01063,County,1999,12.4
01063,County,2000,6.8
01063,County,2001,7.1
01063,County,2002,8.4
01063,County,2003,8.5
01063,County,2004,8.8
01063,County,2005,6.7
01063,County,2006,5.6
01063,County,2007,6.4
01063,County,2008,8.5
01063,County,2009,15.3
01063,County,2010,17.2
01063,County,2011,17.3
01063,County,2012,13.6
01063,County,2013,12.8
01063,County,2014,12.5
01063,County,2015,11.0
01063,County,2016,10.4
01065,County,1990,7.7
01065,County,1991,9.2
01065,County,1992,10.3
01065,County,1993,9.9
01065,County,1994,9.5
01065,County,1995,9.5
01065,County,1996,8.2
01065,County,1997,7.7
01065,County,1998,7.5
01065,County,1999,7.5
01065,County,2000,6.0
01065,County,2001,7.2
01065,County,2002,8.4
01065,County,2003,8.5
01065,County,2004,7.6
01065,County,2005,5.4
01065,County,2006,5.3
01065,County,2007,5.4
01065,County,2008,7.4
01065,County,2009,14.2
01065,County,2010,15.1
01065,County,2011,13.8
01065,County,2012,11.5
01065,County,2013,11.7
01065,County,2014,9.9
01065,County,2015,7.8
01065,County,2016,7.7
01067,County,1990,4.8
01067,County,1991,8.1
01067,County,1992,7.8
01067,County,1993,9.9
01067,County,1994,7.6
01067,County,1995,7.0
01067,County,1996,6.8
01067,County,1997,5.7
01067,County,1998,5.1
01067,County,1999,5.2
01067,County,2000,4.9
01067,County,2001,5.4
01067,County,2002,6.0
01067,County,2003,5.8
01067,County,2004,5.6
01067,County,2005,4.3
01067,County,2006,4.0
01067,County,2007,5.4
01067,County,2008,7.7
01067,County,2009,11.2
01067,County,2010,10.9
01067,County,2011,9.7
01067,County,2012,8.3
01067,County,2013,7.7
01067,County,2014,7.5
01067,County,2015,6.8
01067,County,2016,6.6
01069,County,1990,4.4
01069,County,1991,5.2
01069,County,1992,5.6
01069,County,1993,7.0
01069,County,1994,6.0
01069,County,1995,4.9
01069,County,1996,4.2
01069,County,1997,4.4
01069,County,1998,3.4
01069,County,1999,3.7
01069,County,2000,4.4
01069,County,2001,4.3
01069,County,2002,4.7
01069,County,2003,4.9
01069,County,2004,4.7
01069,County,2005,3.8
01069,County,2006,3.4
01069,County,2007,3.3
01069,County,2008,4.9
01069,County,2009,9.3
01069,County,2010,9.1
01069,County,2011,8.6
01069,County,2012,7.6
01069,County,2013,6.9
01069,County,2014,6.8
01069,County,2015,6.2
01069,County,2016,6.0
01071,County,1990,9.1
01071,County,1991,10.7
01071,County,1992,10.8
01071,County,1993,9.8
01071,County,1994,9.5
01071,County,1995,9.5
01071,County,1996,9.5
01071,County,1997,8.2
01071,County,1998,6.2
01071,County,1999,6.6
01071,County,2000,5.2
01071,County,2001,6.5
01071,County,2002,7.0
01071,County,2003,7.0
01071,County,2004,6.9
01071,County,2005,5.0
01071,County,2006,4.5
01071,County,2007,4.5
01071,County,2008,6.2
01071,County,2009,12.8
01071,County,2010,11.8
01071,County,2011,10.3
01071,County,2012,8.6
01071,County,2013,7.9
01071,County,2014,7.3
01071,County,2015,6.6
01071,County,2016,6.6
01073,County,1990,5.1
01073,County,1991,5.5
01073,County,1992,6.1
01073,County,1993,5.7
01073,County,1994,4.6
01073,County,1995,4.4
01073,County,1996,3.5
01073,County,1997,3.6
01073,County,1998,3.2
01073,County,1999,3.4
01073,County,2000,4.0
01073,County,2001,4.3
01073,County,2002,5.2
01073,County,2003,5.5
01073,County,2004,5.3
01073,County,2005,4.4
01073,County,2006,4.0
01073,County,2007,3.9
01073,County,2008,5.4
01073,County,2009,10.8
01073,County,2010,10.3
01073,County,2011,9.3
01073,County,2012,7.4
01073,County,2013,6.7
01073,County,2014,6.3
01073,County,2015,5.8
01073,County,2016,5.9
01075,County,1990,8.0
01075,County,1991,10.0
01075,County,1992,9.5
01075,County,1993,9.6
01075,County,1994,6.3
01075,County,1995,6.1
01075,County,1996,6.8
01075,County,1997,8.4
01075,County,1998,8.1
01075,County,1999,9.4
01075,County,2000,6.9
01075,County,2001,8.0
01075,County,2002,8.4
01075,County,2003,8.8
01075,County,2004,8.2
01075,County,2005,5.6
01075,County,2006,5.2
01075,County,2007,6.2
01075,County,2008,8.0
01075,County,2009,16.0
01075,County,2010,13.2
01075,County,2011,9.7
01075,County,2012,7.5
01075,County,2013,7.1
01075,County,2014,7.0
01075,County,2015,6.3
01075,County,2016,6.0
01077,County,1990,6.9
01077,County,1991,7.5
01077,County,1992,7.0
01077,County,1993,7.2
01077,County,1994,6.4
01077,County,1995,5.8
01077,County,1996,5.9
01077,County,1997,6.1
01077,County,1998,6.9
01077,County,1999,6.3
01077,County,2000,5.0
01077,County,2001,6.5
01077,County,2002,8.6
01077,County,2003,7.3
01077,County,2004,6.4
01077,County,2005,5.1
01077,County,2006,4.2
01077,County,2007,4.3
01077,County,2008,5.7
01077,County,2009,10.7
01077,County,2010,10.1
01077,County,2011,9.1
01077,County,2012,7.7
01077,County,2013,7.1
01077,County,2014,7.2
01077,County,2015,6.9
01077,County,2016,6.7
01079,County,1990,8.3
01079,County,1991,9.8
01079,County,1992,10.3
01079,County,1993,9.8
01079,County,1994,7.9
01079,County,1995,7.5
01079,County,1996,6.6
01079,County,1997,6.6
01079,County,1998,5.5
01079,County,1999,5.9
01079,County,2000,5.0
01079,County,2001,6.0
01079,County,2002,6.8
01079,County,2003,6.7
01079,County,2004,6.4
01079,County,2005,5.6
01079,County,2006,4.8
01079,County,2007,4.1
01079,County,2008,6.5
01079,County,2009,13.6
01079,County,2010,12.6
01079,County,2011,10.9
01079,County,2012,9.0
01079,County,2013,8.4
01079,County,2014,8.2
01079,County,2015,7.7
01079,County,2016,7.4
01081,County,1990,6.1
01081,County,1991,6.0
01081,County,1992,5.6
01081,County,1993,5.9
01081,County,1994,4.3
01081,County,1995,4.3
01081,County,1996,3.3
01081,County,1997,3.8
01081,County,1998,3.6
01081,County,1999,3.5
01081,County,2000,4.0
01081,County,2001,4.1
01081,County,2002,4.6
01081,County,2003,4.7
01081,County,2004,4.5
01081,County,2005,3.7
01081,County,2006,3.4
01081,County,2007,3.6
01081,County,2008,5.2
01081,County,2009,9.4
01081,County,2010,9.0
01081,County,2011,8.1
01081,County,2012,6.8
01081,County,2013,5.9
01081,County,2014,5.6
01081,County,2015,5.1
01081,County,2016,5.3
01083,County,1990,6.5
01083,County,1991,8.3
01083,County,1992,7.1
01083,County,1993,5.9
01083,County,1994,5.7
01083,County,1995,5.0
01083,County,1996,4.7
01083,County,1997,4.0
01083,County,1998,4.1
01083,County,1999,3.6
01083,County,2000,3.8
01083,County,2001,4.4
01083,County,2002,5.3
01083,County,2003,5.5
01083,County,2004,5.2
01083,County,2005,4.4
01083,County,2006,3.6
01083,County,2007,3.4
01083,County,2008,4.7
01083,County,2009,9.8
